year	metric1	metric2	corrcoef
1962	xc1	proj_m	0.7259720100880905
1962	xc1	proj_c	0.8441390981117961
1962	xc1	eci	0.8629887247013763
1962	xc1	avgrca_p_1962	0.7161793729330954
1962	xc1	avgrca_m_1962	0.8975282761195649
1962	xc1	avgrca_c_1962	0.8686248627919488
1962	xc1	proj_p_1962	0.818892146524843
1962	xc1	proj_m_1962	0.7259720100880905
1962	xc1	proj_c_1962	0.8441390981117961
1962	xc1	eci_1962	0.8629887247013763
1962	xc1	fitness_1962	0.9139648548438203
1962	xc1	x1d	0.9426364462848539
1962	xc1	x2divsqrtd	0.7630975383049938
1962	xc2	fitness	0.7602410828285013
1962	xc2	diversity	0.4051571317609243
1962	xc2	xc1	0.6291163006861972
1962	xc2	xc2	1.0
1962	xc2	genepy	0.7524259697431632
1962	xc2	ability	0.08153816878727026
1962	xc2	fe	0.26201239140269966
1962	xc2	hc	0.1450857617741951
1962	xc2	avgrca_p	0.0926995521218617
1962	xc2	avgrca_m	0.34628617914775284
1962	xc2	avgrca_c	0.2981084474795098
1962	xc2	proj_p	0.26801413629636556
1962	xc2	proj_m	0.2119073067784393
1962	xc2	proj_c	0.3690311436538584
1962	xc2	eci	0.3275179481923359
1962	xc2	avgrca_p_1962	0.0926995521218617
1962	xc2	avgrca_m_1962	0.34628617914775284
1962	xc2	avgrca_c_1962	0.2981084474795098
1962	xc2	proj_p_1962	0.26801413629636556
1962	xc2	proj_m_1962	0.2119073067784393
1962	xc2	proj_c_1962	0.3690311436538584
1962	xc2	eci_1962	0.3275179481923359
1962	xc2	fitness_1962	0.7602410828285013
1962	xc2	x1d	0.6934136355843358
1962	xc2	x2divsqrtd	0.8678327012626973
1962	genepy	fitness	0.9776788413617006
1962	genepy	diversity	0.8144966959706585
1962	genepy	xc1	0.942670735121298
1962	genepy	xc2	0.7524259697431632
1962	genepy	genepy	1.0
1962	genepy	ability	0.5977376061451933
1962	genepy	fe	0.17506397074036717
1962	genepy	hc	0.6238166946029371
1962	genepy	avgrca_p	0.574012641384608
1962	genepy	avgrca_m	0.7740028020584799
1962	genepy	avgrca_c	0.7452135300965105
1962	genepy	proj_p	0.6558668387808857
1962	genepy	proj_m	0.5630958341147649
1962	genepy	proj_c	0.6894504602342723
1962	genepy	eci	0.7054639661074567
1962	genepy	avgrca_p_1962	0.574012641384608
1962	genepy	avgrca_m_1962	0.7740028020584799
1962	genepy	avgrca_c_1962	0.7452135300965105
1962	genepy	proj_p_1962	0.6558668387808857
1962	genepy	proj_m_1962	0.5630958341147649
1962	genepy	proj_c_1962	0.6894504602342723
1962	genepy	eci_1962	0.7054639661074567
1962	genepy	fitness_1962	0.9776788413617006
1962	genepy	x1d	0.9632301292635292
1962	genepy	x2divsqrtd	0.769373044499059
1962	ability	fitness	0.5705361054195119
1962	ability	diversity	0.8468182861317866
1962	ability	xc1	0.7677186251312216
1962	ability	xc2	0.08153816878727026
1962	ability	genepy	0.5977376061451933
1962	ability	ability	1.0
1962	ability	fe	0.020165786135190884
1962	ability	hc	0.9041240797962626
1962	ability	avgrca_p	0.8902731780944427
1962	ability	avgrca_m	0.8648311086350546
1962	ability	avgrca_c	0.8762452391266994
1962	ability	proj_p	0.8126281001261718
1962	ability	proj_m	0.7754574376171796
1962	ability	proj_c	0.8003716238584072
1962	ability	eci	0.8420236665199331
1962	ability	avgrca_p_1962	0.8902731780944427
1962	ability	avgrca_m_1962	0.8648311086350546
1962	ability	avgrca_c_1962	0.8762452391266994
1962	ability	proj_p_1962	0.8126281001261718
1962	ability	proj_m_1962	0.7754574376171796
1962	ability	proj_c_1962	0.8003716238584072
1962	ability	eci_1962	0.8420236665199331
1962	ability	fitness_1962	0.5705361054195119
1962	ability	x1d	0.6471357603839318
1962	ability	x2divsqrtd	0.41364292127262353
1962	fe	fitness	0.15851795858140327
1962	fe	diversity	0.10829020148325154
1962	fe	xc1	0.21194115077444822
1962	fe	xc2	0.26201239140269966
1962	fe	genepy	0.17506397074036717
1962	fe	ability	0.020165786135190884
1962	fe	fe	1.0
1962	fe	hc	-0.007269200394591019
1962	fe	avgrca_p	-0.03809001014949022
1962	fe	avgrca_m	0.1018112289874188
1962	fe	avgrca_c	0.06728298610299745
1962	fe	proj_p	0.2894914385058708
1962	fe	proj_m	0.1159535381612381
1962	fe	proj_c	0.11863208165292179
1962	fe	eci	0.33261514268178044
1962	fe	avgrca_p_1962	-0.03809001014949022
1962	fe	avgrca_m_1962	0.1018112289874188
1962	fe	avgrca_c_1962	0.06728298610299745
1962	fe	proj_p_1962	0.2894914385058708
1962	fe	proj_m_1962	0.1159535381612381
1962	fe	proj_c_1962	0.11863208165292179
1962	fe	eci_1962	0.33261514268178044
1962	fe	fitness_1962	0.1585179585814033
1962	fe	x1d	0.16646361482975502
1962	fe	x2divsqrtd	0.24184551694560907
1962	hc	fitness	0.6219317254875679
1962	hc	diversity	0.9046676951841363
1962	hc	xc1	0.7654958035173894
1962	hc	xc2	0.1450857617741951
1962	hc	genepy	0.6238166946029371
1962	hc	ability	0.9041240797962626
1962	hc	fe	-0.007269200394591019
1962	hc	hc	1.0
1962	hc	avgrca_p	0.953255737389064
1962	hc	avgrca_m	0.9164063135334248
1962	hc	avgrca_c	0.9349616767346194
1962	hc	proj_p	0.6893135417738978
1962	hc	proj_m	0.6476708249954437
1962	hc	proj_c	0.7169460262687144
1962	hc	eci	0.7079294481022637
1962	hc	avgrca_p_1962	0.953255737389064
1962	hc	avgrca_m_1962	0.9164063135334248
1962	hc	avgrca_c_1962	0.9349616767346194
1962	hc	proj_p_1962	0.6893135417738978
1962	hc	proj_m_1962	0.6476708249954437
1962	hc	proj_c_1962	0.7169460262687144
1962	hc	eci_1962	0.7079294481022637
1962	hc	fitness_1962	0.6219317254875679
1962	hc	x1d	0.7027581191001264
1962	hc	x2divsqrtd	0.4778807488124104
1962	avgrca_p	fitness	0.5906750606794416
1962	avgrca_p	diversity	0.9087446932500668
1962	avgrca_p	xc1	0.7161793729330954
1962	avgrca_p	xc2	0.0926995521218617
1962	avgrca_p	genepy	0.574012641384608
1962	avgrca_p	ability	0.8902731780944427
1962	avgrca_p	fe	-0.03809001014949022
1962	avgrca_p	hc	0.953255737389064
1962	avgrca_p	avgrca_p	1.0
1962	avgrca_p	avgrca_m	0.9318136318982481
1962	avgrca_p	avgrca_c	0.9564935585991067
1962	avgrca_p	proj_p	0.67374558842947
1962	avgrca_p	proj_m	0.6386390838979201
1962	avgrca_p	proj_c	0.6915171129133215
1962	avgrca_p	eci	0.6753448455651672
1962	avgrca_p	avgrca_p_1962	1.0
1962	avgrca_p	avgrca_m_1962	0.9318136318982481
1962	avgrca_p	avgrca_c_1962	0.9564935585991067
1962	avgrca_p	proj_p_1962	0.67374558842947
1962	avgrca_p	proj_m_1962	0.6386390838979201
1962	avgrca_p	proj_c_1962	0.6915171129133215
1962	avgrca_p	eci_1962	0.6753448455651672
1962	avgrca_p	fitness_1962	0.5906750606794415
1962	avgrca_p	x1d	0.6772941583417621
1962	avgrca_p	x2divsqrtd	0.425534198107476
1962	avgrca_m	fitness	0.778312200816886
1962	avgrca_m	diversity	0.9772650060719366
1962	avgrca_m	xc1	0.8975282761195649
1962	avgrca_m	xc2	0.34628617914775284
1962	avgrca_m	genepy	0.7740028020584799
1962	avgrca_m	ability	0.8648311086350546
1962	avgrca_m	fe	0.1018112289874188
1962	avgrca_m	hc	0.9164063135334248
1962	avgrca_m	avgrca_p	0.9318136318982481
1962	avgrca_m	avgrca_m	1.0
1962	avgrca_m	avgrca_c	0.9958766250162403
1962	avgrca_m	proj_p	0.8003141158569057
1962	avgrca_m	proj_m	0.7437439367534818
1962	avgrca_m	proj_c	0.8285245784398889
1962	avgrca_m	eci	0.8148394946539568
1962	avgrca_m	avgrca_p_1962	0.9318136318982481
1962	avgrca_m	avgrca_m_1962	1.0
1962	avgrca_m	avgrca_c_1962	0.9958766250162403
1962	avgrca_m	proj_p_1962	0.8003141158569057
1962	avgrca_m	proj_m_1962	0.7437439367534818
1962	avgrca_m	proj_c_1962	0.8285245784398889
1962	avgrca_m	eci_1962	0.8148394946539568
1962	avgrca_m	fitness_1962	0.7783122008168858
1962	avgrca_m	x1d	0.8550379866509898
1962	avgrca_m	x2divsqrtd	0.5995024995360752
1962	avgrca_c	fitness	0.7540169036965053
1962	avgrca_c	diversity	0.974532577936152
1962	avgrca_c	xc1	0.8686248627919488
1962	avgrca_c	xc2	0.2981084474795098
1962	avgrca_c	genepy	0.7452135300965105
1962	avgrca_c	ability	0.8762452391266994
1962	avgrca_c	fe	0.06728298610299745
1962	avgrca_c	hc	0.9349616767346194
1962	avgrca_c	avgrca_p	0.9564935585991067
1962	avgrca_c	avgrca_m	0.9958766250162403
1962	avgrca_c	avgrca_c	1.0
1962	avgrca_c	proj_p	0.7740890467127124
1962	avgrca_c	proj_m	0.726938451819125
1962	avgrca_c	proj_c	0.803574856884191
1962	avgrca_c	eci	0.7854060537077012
1962	avgrca_c	avgrca_p_1962	0.9564935585991067
1962	avgrca_c	avgrca_m_1962	0.9958766250162403
1962	avgrca_c	avgrca_c_1962	1.0
1962	avgrca_c	proj_p_1962	0.7740890467127124
1962	avgrca_c	proj_m_1962	0.726938451819125
1962	avgrca_c	proj_c_1962	0.803574856884191
1962	avgrca_c	eci_1962	0.7854060537077012
1962	avgrca_c	fitness_1962	0.7540169036965054
1962	avgrca_c	x1d	0.8309229486023891
1962	avgrca_c	x2divsqrtd	0.5666480201426219
1962	proj_p	fitness	0.5957379591659938
1962	proj_p	diversity	0.7440864588520216
1962	proj_p	xc1	0.818892146524843
1962	proj_p	xc2	0.26801413629636556
1962	proj_p	genepy	0.6558668387808857
1962	proj_p	ability	0.8126281001261718
1962	proj_p	fe	0.2894914385058708
1962	proj_p	hc	0.6893135417738978
1962	proj_p	avgrca_p	0.67374558842947
1962	proj_p	avgrca_m	0.8003141158569057
1962	proj_p	avgrca_c	0.7740890467127124
1962	proj_p	proj_p	1.0
1962	proj_p	proj_m	0.9023169016219361
1962	proj_p	proj_c	0.9208575350135026
1962	proj_p	eci	0.9506060600651774
1962	proj_p	avgrca_p_1962	0.67374558842947
1962	proj_p	avgrca_m_1962	0.8003141158569057
1962	proj_p	avgrca_c_1962	0.7740890467127124
1962	proj_p	proj_p_1962	1.0
1962	proj_p	proj_m_1962	0.9023169016219361
1962	proj_p	proj_c_1962	0.9208575350135026
1962	proj_p	eci_1962	0.9506060600651774
1962	proj_p	fitness_1962	0.5957379591659939
1962	proj_p	x1d	0.6591844577727647
1962	proj_p	x2divsqrtd	0.488521878489965
1962	proj_m	fitness	0.5199472253187113
1962	proj_m	diversity	0.6770175075447932
1962	proj_m	xc1	0.7259720100880905
1962	proj_m	xc2	0.2119073067784393
1962	proj_m	genepy	0.5630958341147649
1962	proj_m	ability	0.7754574376171796
1962	proj_m	fe	0.1159535381612381
1962	proj_m	hc	0.6476708249954437
1962	proj_m	avgrca_p	0.6386390838979201
1962	proj_m	avgrca_m	0.7437439367534818
1962	proj_m	avgrca_c	0.726938451819125
1962	proj_m	proj_p	0.9023169016219361
1962	proj_m	proj_m	1.0
1962	proj_m	proj_c	0.9350643720424492
1962	proj_m	eci	0.8473786209213744
1962	proj_m	avgrca_p_1962	0.6386390838979201
1962	proj_m	avgrca_m_1962	0.7437439367534816
1962	proj_m	avgrca_c_1962	0.7269384518191252
1962	proj_m	proj_p_1962	0.902316901621936
1962	proj_m	proj_m_1962	1.0
1962	proj_m	proj_c_1962	0.9350643720424492
1962	proj_m	eci_1962	0.8473786209213744
1962	proj_m	fitness_1962	0.5199472253187112
1962	proj_m	x1d	0.5803059146071755
1962	proj_m	x2divsqrtd	0.4336246249551175
1962	proj_c	fitness	0.640535720203058
1962	proj_c	diversity	0.7681917962434388
1962	proj_c	xc1	0.8441390981117961
1962	proj_c	xc2	0.3690311436538584
1962	proj_c	genepy	0.6894504602342723
1962	proj_c	ability	0.8003716238584072
1962	proj_c	fe	0.11863208165292179
1962	proj_c	hc	0.7169460262687144
1962	proj_c	avgrca_p	0.6915171129133215
1962	proj_c	avgrca_m	0.8285245784398889
1962	proj_c	avgrca_c	0.803574856884191
1962	proj_c	proj_p	0.9208575350135026
1962	proj_c	proj_m	0.9350643720424492
1962	proj_c	proj_c	1.0
1962	proj_c	eci	0.8764231541567918
1962	proj_c	avgrca_p_1962	0.6915171129133215
1962	proj_c	avgrca_m_1962	0.8285245784398888
1962	proj_c	avgrca_c_1962	0.8035748568841908
1962	proj_c	proj_p_1962	0.9208575350135026
1962	proj_c	proj_m_1962	0.9350643720424492
1962	proj_c	proj_c_1962	1.0
1962	proj_c	eci_1962	0.8764231541567918
1962	proj_c	fitness_1962	0.6405357202030579
1962	proj_c	x1d	0.7001004543504817
1962	proj_c	x2divsqrtd	0.6092626922426352
1962	eci	fitness	0.6549135765929368
1962	eci	diversity	0.7790220928717004
1962	eci	xc1	0.8629887247013763
1962	eci	xc2	0.3275179481923359
1962	eci	genepy	0.7054639661074567
1962	eci	ability	0.8420236665199331
1962	eci	fe	0.33261514268178044
1962	eci	hc	0.7079294481022637
1962	eci	avgrca_p	0.6753448455651672
1962	eci	avgrca_m	0.8148394946539568
1962	eci	avgrca_c	0.7854060537077012
1962	eci	proj_p	0.9506060600651774
1962	eci	proj_m	0.8473786209213744
1962	eci	proj_c	0.8764231541567918
1962	eci	eci	1.0
1962	eci	avgrca_p_1962	0.6753448455651672
1962	eci	avgrca_m_1962	0.8148394946539568
1962	eci	avgrca_c_1962	0.7854060537077011
1962	eci	proj_p_1962	0.9506060600651777
1962	eci	proj_m_1962	0.8473786209213744
1962	eci	proj_c_1962	0.8764231541567917
1962	eci	eci_1962	1.0
1962	eci	fitness_1962	0.6549135765929368
1962	eci	x1d	0.7148553634450776
1962	eci	x2divsqrtd	0.5287257545429177
1962	avgrca_p_1962	fitness	0.5906750606794416
1962	avgrca_p_1962	diversity	0.9087446932500668
1962	avgrca_p_1962	xc1	0.7161793729330954
1962	avgrca_p_1962	xc2	0.0926995521218617
1962	avgrca_p_1962	genepy	0.574012641384608
1962	avgrca_p_1962	ability	0.8902731780944427
1962	avgrca_p_1962	fe	-0.03809001014949022
1962	avgrca_p_1962	hc	0.953255737389064
1962	avgrca_p_1962	avgrca_p	1.0
1962	avgrca_p_1962	avgrca_m	0.9318136318982481
1962	avgrca_p_1962	avgrca_c	0.9564935585991067
1962	avgrca_p_1962	proj_p	0.67374558842947
1962	avgrca_p_1962	proj_m	0.6386390838979201
1962	avgrca_p_1962	proj_c	0.6915171129133215
1962	avgrca_p_1962	eci	0.6753448455651672
1962	avgrca_p_1962	avgrca_p_1962	1.0
1962	avgrca_p_1962	avgrca_m_1962	0.9318136318982481
1962	avgrca_p_1962	avgrca_c_1962	0.9564935585991067
1962	avgrca_p_1962	proj_p_1962	0.67374558842947
1962	avgrca_p_1962	proj_m_1962	0.6386390838979201
1962	avgrca_p_1962	proj_c_1962	0.6915171129133215
1962	avgrca_p_1962	eci_1962	0.6753448455651672
1962	avgrca_p_1962	fitness_1962	0.5906750606794415
1962	avgrca_p_1962	x1d	0.6772941583417621
1962	avgrca_p_1962	x2divsqrtd	0.425534198107476
1962	avgrca_m_1962	fitness	0.778312200816886
1962	avgrca_m_1962	diversity	0.9772650060719366
1962	avgrca_m_1962	xc1	0.8975282761195649
1962	avgrca_m_1962	xc2	0.34628617914775284
1962	avgrca_m_1962	genepy	0.7740028020584799
1962	avgrca_m_1962	ability	0.8648311086350546
1962	avgrca_m_1962	fe	0.1018112289874188
1962	avgrca_m_1962	hc	0.9164063135334248
1962	avgrca_m_1962	avgrca_p	0.9318136318982481
1962	avgrca_m_1962	avgrca_m	1.0
1962	avgrca_m_1962	avgrca_c	0.9958766250162403
1962	avgrca_m_1962	proj_p	0.8003141158569057
1962	avgrca_m_1962	proj_m	0.7437439367534816
1962	avgrca_m_1962	proj_c	0.8285245784398888
1962	avgrca_m_1962	eci	0.8148394946539568
1962	avgrca_m_1962	avgrca_p_1962	0.9318136318982481
1962	avgrca_m_1962	avgrca_m_1962	1.0
1962	avgrca_m_1962	avgrca_c_1962	0.9958766250162403
1962	avgrca_m_1962	proj_p_1962	0.8003141158569057
1962	avgrca_m_1962	proj_m_1962	0.7437439367534818
1962	avgrca_m_1962	proj_c_1962	0.8285245784398889
1962	avgrca_m_1962	eci_1962	0.8148394946539568
1962	avgrca_m_1962	fitness_1962	0.7783122008168858
1962	avgrca_m_1962	x1d	0.8550379866509898
1962	avgrca_m_1962	x2divsqrtd	0.5995024995360752
1962	avgrca_c_1962	fitness	0.7540169036965053
1962	avgrca_c_1962	diversity	0.974532577936152
1962	avgrca_c_1962	xc1	0.8686248627919488
1962	avgrca_c_1962	xc2	0.2981084474795098
1962	avgrca_c_1962	genepy	0.7452135300965105
1962	avgrca_c_1962	ability	0.8762452391266994
1962	avgrca_c_1962	fe	0.06728298610299745
1962	avgrca_c_1962	hc	0.9349616767346194
1962	avgrca_c_1962	avgrca_p	0.9564935585991067
1962	avgrca_c_1962	avgrca_m	0.9958766250162403
1962	avgrca_c_1962	avgrca_c	1.0
1962	avgrca_c_1962	proj_p	0.7740890467127124
1962	avgrca_c_1962	proj_m	0.7269384518191252
1962	avgrca_c_1962	proj_c	0.8035748568841908
1962	avgrca_c_1962	eci	0.7854060537077011
1962	avgrca_c_1962	avgrca_p_1962	0.9564935585991067
1962	avgrca_c_1962	avgrca_m_1962	0.9958766250162403
1962	avgrca_c_1962	avgrca_c_1962	1.0
1962	avgrca_c_1962	proj_p_1962	0.7740890467127124
1962	avgrca_c_1962	proj_m_1962	0.726938451819125
1962	avgrca_c_1962	proj_c_1962	0.803574856884191
1962	avgrca_c_1962	eci_1962	0.7854060537077012
1962	avgrca_c_1962	fitness_1962	0.7540169036965054
1962	avgrca_c_1962	x1d	0.8309229486023891
1962	avgrca_c_1962	x2divsqrtd	0.5666480201426219
1962	proj_p_1962	fitness	0.5957379591659938
1962	proj_p_1962	diversity	0.7440864588520216
1962	proj_p_1962	xc1	0.818892146524843
1962	proj_p_1962	xc2	0.26801413629636556
1962	proj_p_1962	genepy	0.6558668387808857
1962	proj_p_1962	ability	0.8126281001261718
1962	proj_p_1962	fe	0.2894914385058708
1962	proj_p_1962	hc	0.6893135417738978
1962	proj_p_1962	avgrca_p	0.67374558842947
1962	proj_p_1962	avgrca_m	0.8003141158569057
1962	proj_p_1962	avgrca_c	0.7740890467127124
1962	proj_p_1962	proj_p	1.0
1962	proj_p_1962	proj_m	0.902316901621936
1962	proj_p_1962	proj_c	0.9208575350135026
1962	proj_p_1962	eci	0.9506060600651777
1962	proj_p_1962	avgrca_p_1962	0.67374558842947
1962	proj_p_1962	avgrca_m_1962	0.8003141158569057
1962	proj_p_1962	avgrca_c_1962	0.7740890467127124
1962	proj_p_1962	proj_p_1962	1.0
1962	proj_p_1962	proj_m_1962	0.9023169016219361
1962	proj_p_1962	proj_c_1962	0.9208575350135026
1962	proj_p_1962	eci_1962	0.9506060600651774
1962	proj_p_1962	fitness_1962	0.5957379591659939
1962	proj_p_1962	x1d	0.6591844577727647
1962	proj_p_1962	x2divsqrtd	0.488521878489965
1962	proj_m_1962	fitness	0.5199472253187113
1962	proj_m_1962	diversity	0.6770175075447932
1962	proj_m_1962	xc1	0.7259720100880905
1962	proj_m_1962	xc2	0.2119073067784393
1962	proj_m_1962	genepy	0.5630958341147649
1962	proj_m_1962	ability	0.7754574376171796
1962	proj_m_1962	fe	0.1159535381612381
1962	proj_m_1962	hc	0.6476708249954437
1962	proj_m_1962	avgrca_p	0.6386390838979201
1962	proj_m_1962	avgrca_m	0.7437439367534818
1962	proj_m_1962	avgrca_c	0.726938451819125
1962	proj_m_1962	proj_p	0.9023169016219361
1962	proj_m_1962	proj_m	1.0
1962	proj_m_1962	proj_c	0.9350643720424492
1962	proj_m_1962	eci	0.8473786209213744
1962	proj_m_1962	avgrca_p_1962	0.6386390838979201
1962	proj_m_1962	avgrca_m_1962	0.7437439367534818
1962	proj_m_1962	avgrca_c_1962	0.726938451819125
1962	proj_m_1962	proj_p_1962	0.9023169016219361
1962	proj_m_1962	proj_m_1962	1.0
1962	proj_m_1962	proj_c_1962	0.9350643720424492
1962	proj_m_1962	eci_1962	0.8473786209213744
1962	proj_m_1962	fitness_1962	0.5199472253187112
1962	proj_m_1962	x1d	0.5803059146071755
1962	proj_m_1962	x2divsqrtd	0.4336246249551175
1962	proj_c_1962	fitness	0.640535720203058
1962	proj_c_1962	diversity	0.7681917962434388
1962	proj_c_1962	xc1	0.8441390981117961
1962	proj_c_1962	xc2	0.3690311436538584
1962	proj_c_1962	genepy	0.6894504602342723
1962	proj_c_1962	ability	0.8003716238584072
1962	proj_c_1962	fe	0.11863208165292179
1962	proj_c_1962	hc	0.7169460262687144
1962	proj_c_1962	avgrca_p	0.6915171129133215
1962	proj_c_1962	avgrca_m	0.8285245784398889
1962	proj_c_1962	avgrca_c	0.803574856884191
1962	proj_c_1962	proj_p	0.9208575350135026
1962	proj_c_1962	proj_m	0.9350643720424492
1962	proj_c_1962	proj_c	1.0
1962	proj_c_1962	eci	0.8764231541567917
1962	proj_c_1962	avgrca_p_1962	0.6915171129133215
1962	proj_c_1962	avgrca_m_1962	0.8285245784398889
1962	proj_c_1962	avgrca_c_1962	0.803574856884191
1962	proj_c_1962	proj_p_1962	0.9208575350135026
1962	proj_c_1962	proj_m_1962	0.9350643720424492
1962	proj_c_1962	proj_c_1962	1.0
1962	proj_c_1962	eci_1962	0.8764231541567918
1962	proj_c_1962	fitness_1962	0.6405357202030579
1962	proj_c_1962	x1d	0.7001004543504817
1962	proj_c_1962	x2divsqrtd	0.6092626922426352
1962	eci_1962	fitness	0.6549135765929368
1962	eci_1962	diversity	0.7790220928717004
1962	eci_1962	xc1	0.8629887247013763
1962	eci_1962	xc2	0.3275179481923359
1962	eci_1962	genepy	0.7054639661074567
1962	eci_1962	ability	0.8420236665199331
1962	eci_1962	fe	0.33261514268178044
1962	eci_1962	hc	0.7079294481022637
1962	eci_1962	avgrca_p	0.6753448455651672
1962	eci_1962	avgrca_m	0.8148394946539568
1962	eci_1962	avgrca_c	0.7854060537077012
1962	eci_1962	proj_p	0.9506060600651774
1962	eci_1962	proj_m	0.8473786209213744
1962	eci_1962	proj_c	0.8764231541567918
1962	eci_1962	eci	1.0
1962	eci_1962	avgrca_p_1962	0.6753448455651672
1962	eci_1962	avgrca_m_1962	0.8148394946539568
1962	eci_1962	avgrca_c_1962	0.7854060537077012
1962	eci_1962	proj_p_1962	0.9506060600651774
1962	eci_1962	proj_m_1962	0.8473786209213744
1962	eci_1962	proj_c_1962	0.8764231541567918
1962	eci_1962	eci_1962	1.0
1962	eci_1962	fitness_1962	0.6549135765929368
1962	eci_1962	x1d	0.7148553634450776
1962	eci_1962	x2divsqrtd	0.5287257545429177
1962	fitness_1962	fitness	0.9999999999999998
1962	fitness_1962	diversity	0.838295358746049
1962	fitness_1962	xc1	0.9139648548438203
1962	fitness_1962	xc2	0.7602410828285013
1962	fitness_1962	genepy	0.9776788413617006
1962	fitness_1962	ability	0.5705361054195119
1962	fitness_1962	fe	0.1585179585814033
1962	fitness_1962	hc	0.6219317254875679
1962	fitness_1962	avgrca_p	0.5906750606794415
1962	fitness_1962	avgrca_m	0.7783122008168858
1962	fitness_1962	avgrca_c	0.7540169036965054
1962	fitness_1962	proj_p	0.5957379591659939
1962	fitness_1962	proj_m	0.5199472253187112
1962	fitness_1962	proj_c	0.6405357202030579
1962	fitness_1962	eci	0.6549135765929368
1962	fitness_1962	avgrca_p_1962	0.5906750606794415
1962	fitness_1962	avgrca_m_1962	0.7783122008168858
1962	fitness_1962	avgrca_c_1962	0.7540169036965054
1962	fitness_1962	proj_p_1962	0.5957379591659939
1962	fitness_1962	proj_m_1962	0.5199472253187112
1962	fitness_1962	proj_c_1962	0.6405357202030579
1962	fitness_1962	eci_1962	0.6549135765929368
1962	fitness_1962	fitness_1962	1.0
1962	fitness_1962	x1d	0.9842878833003078
1962	fitness_1962	x2divsqrtd	0.7571411736853407
1962	x1d	fitness	0.9842878833003076
1962	x1d	diversity	0.9059912926689324
1962	x1d	xc1	0.9426364462848539
1962	x1d	xc2	0.6934136355843358
1962	x1d	genepy	0.9632301292635292
1962	x1d	ability	0.6471357603839318
1962	x1d	fe	0.16646361482975502
1962	x1d	hc	0.7027581191001264
1962	x1d	avgrca_p	0.6772941583417621
1962	x1d	avgrca_m	0.8550379866509898
1962	x1d	avgrca_c	0.8309229486023891
1962	x1d	proj_p	0.6591844577727647
1962	x1d	proj_m	0.5803059146071755
1962	x1d	proj_c	0.7001004543504817
1962	x1d	eci	0.7148553634450776
1962	x1d	avgrca_p_1962	0.6772941583417621
1962	x1d	avgrca_m_1962	0.8550379866509898
1962	x1d	avgrca_c_1962	0.8309229486023891
1962	x1d	proj_p_1962	0.6591844577727647
1962	x1d	proj_m_1962	0.5803059146071755
1962	x1d	proj_c_1962	0.7001004543504817
1962	x1d	eci_1962	0.7148553634450776
1962	x1d	fitness_1962	0.9842878833003078
1962	x1d	x1d	1.0
